,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.9957941427213775,0.9957941427213775,0.772965457895517,0.9957941427213775,0.8625289019225288,0.9957941427213775,0.8114915846451399,1595.5147502422333
1,0.9962160386851521,0.9962160386851521,0.788374283504195,0.9962160386851521,0.8716590773266317,0.9962160386851521,0.8263077515615369,1593.5401649475098
2,0.9960754066972272,0.9960754066972272,0.7713088667663415,0.9960754066972272,0.8489014283885119,0.9960754066972272,0.8068081897171788,1595.283751487732
3,0.9962352554785331,0.9962352554785331,0.7878851718998652,0.9962352554785331,0.8438898621554269,0.9962352554785331,0.8138248782455704,1595.0312790870667
4,0.9964606160554562,0.9964606160554562,0.7870987219479569,0.9964606160554562,0.8442470619269884,0.9964606160554562,0.8123191152598319,1593.6498811244965
5,0.9962038098166368,0.9962038098166368,0.7665691292530004,0.9962038098166368,0.8607152588584577,0.9962038098166368,0.8096275748322247,1595.7220363616943
6,0.995616824127907,0.995616824127907,0.7430783384572158,0.995616824127907,0.863158132126831,0.995616824127907,0.7955464354014725,1598.4688704013824
7,0.9964492606775492,0.9964492606775492,0.7975320312627854,0.9964492606775492,0.8377779638481796,0.9964492606775492,0.8165285034994253,1594.962349653244
8,0.9967741991838104,0.9967741991838104,0.80558485818814,0.9967741991838104,0.8764103173799552,0.9967741991838104,0.8386390854186789,1594.0951611995697
9,0.9964422727526834,0.9964422727526834,0.7877307307439319,0.9964422727526834,0.874746418286265,0.9964422727526834,0.826863806129693,1593.432522535324
