,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.99804296875,0.99804296875,0.6617379840528607,0.99804296875,0.4838073042819541,0.99804296875,0.47110533811116456,329.77082204818726
1,0.99783984375,0.99783984375,0.6706850467069367,0.99783984375,0.48940520441964785,0.99783984375,0.4535818839198048,329.9058527946472
2,0.997796875,0.997796875,0.589022392984889,0.997796875,0.47629887853992925,0.997796875,0.4484341818836489,328.5108964443207
3,0.99801953125,0.99801953125,0.6795516441475296,0.99801953125,0.47934564033747346,0.99801953125,0.4610714896428763,329.25946402549744
4,0.997828125,0.997828125,0.41647834749688273,0.997828125,0.4820394736144019,0.997828125,0.4438695942009172,330.4239001274109
5,0.99775,0.99775,0.41808241100479343,0.99775,0.4816331343603617,0.99775,0.44479807753368245,328.9529547691345
6,0.99784765625,0.99784765625,0.41338834399485413,0.99784765625,0.47971143265885463,0.99784765625,0.4409515205966598,327.9219868183136
7,0.9978984375,0.9978984375,0.5950420377829327,0.9978984375,0.5123101325807501,0.9978984375,0.49725063912597595,317.6344380378723
8,0.99805078125,0.99805078125,0.6309515229319536,0.99805078125,0.555874967752259,0.99805078125,0.5638225148857601,315.36935782432556
9,0.99784765625,0.99784765625,0.6176254156958662,0.99784765625,0.48224201303962666,0.99784765625,0.45705874854750994,333.94073009490967
